         96906572 function calls (92862053 primitive calls) in 44.642 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
3534/3334    0.001    0.000    0.002    0.000 encoder.py:280(_iterencode_list)
      166    0.000    0.000    0.002    0.000 __init__.py:294(_from_text_for)
      251    0.001    0.000    0.002    0.000 digraph.py:344(__init__)
       34    0.000    0.000    0.002    0.000 inspect.py:1134(getsourcelines)
      162    0.000    0.000    0.002    0.000 graph_to_matrix.py:622(get_orientation_in_between_two_neighbors_with_one_normal_space)
     3736    0.001    0.000    0.002    0.000 output.py:26(high)
     1600    0.001    0.000    0.002    0.000 digraph.py:579(remove_node)
      629    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
       18    0.000    0.000    0.002    0.000 __init__.py:890(<genexpr>)
       16    0.000    0.000    0.002    0.000 __init__.py:756(search)
    23040    0.002    0.000    0.002    0.000 grid_entry.py:57(is_connected_to)
     1485    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:429(_get_module_lock)
      228    0.000    0.000    0.002    0.000 enum.py:466(__prepare__)
        1    0.000    0.000    0.002    0.002 gexf.py:1(<module>)
       34    0.000    0.000    0.002    0.000 inspect.py:950(findsource)
        1    0.000    0.000    0.002    0.002 atlas.py:1(<module>)
     3782    0.001    0.000    0.002    0.000 _pvector.py:378(_push_tail)
      684    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
        1    0.000    0.000    0.002    0.002 textwrap.py:1(<module>)
      382    0.000    0.000    0.002    0.000 __init__.py:296(<genexpr>)
  554/503    0.001    0.000    0.002    0.000 functools.py:1110(__get__)
        1    0.000    0.000    0.002    0.002 textwrap.py:17(TextWrapper)
      201    0.001    0.000    0.002    0.000 graph_to_matrix.py:325(_get_critical_path_layers)
        1    0.000    0.000    0.002    0.002 main_window.py:328(_update_recipe_combobox)
     3340    0.001    0.000    0.002    0.000 enum.py:77(_is_private)
      423    0.000    0.000    0.002    0.000 __init__.py:341(drive)
     7200    0.001    0.000    0.002    0.000 reportviews.py:549(__getitem__)
        1    0.000    0.000    0.002    0.002 quiet_web_engine_page.py:1(<module>)
       10    0.000    0.000    0.002    0.000 __init__.py:765(lookup)
        8    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
       10    0.000    0.000    0.002    0.000 __init__.py:775(__init__)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
     3935    0.002    0.000    0.002    0.000 enum.py:746(__delattr__)
    17777    0.002    0.000    0.002    0.000 _parser.py:240(__next)
     4788    0.001    0.000    0.002    0.000 graph_to_matrix.py:603(<genexpr>)
      453    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1352(_get_spec)
     5054    0.001    0.000    0.002    0.000 misc.py:645(_clear_cache)
      113    0.000    0.000    0.002    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.002    0.002 graph_hashing.py:1(<module>)
      382    0.000    0.000    0.002    0.000 __init__.py:300(<genexpr>)
        1    0.000    0.000    0.002    0.002 gml.py:1(<module>)
     2844    0.001    0.000    0.002    0.000 enum.py:36(_is_descriptor)
        1    0.000    0.000    0.002    0.002 file_util.py:5(validate_json_file)
      673    0.000    0.000    0.002    0.000 enum.py:928(_get_mixins_)
      851    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
      176    0.000    0.000    0.001    0.000 __init__.py:190(__fspath__)
        1    0.000    0.000    0.001    0.001 chordal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 factory_loader.py:16(load)
      334    0.000    0.000    0.001    0.000 _functools.py:89(pass_none)
    16/13    0.000    0.000    0.001    0.000 inspect.py:3320(signature)
        1    0.000    0.000    0.001    0.001 graph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
    16/13    0.000    0.000    0.001    0.000 inspect.py:3033(from_callable)
 1476/102    0.001    0.000    0.001    0.000 _parser.py:178(getwidth)
    36/13    0.000    0.000    0.001    0.000 inspect.py:2413(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 grid_entry.py:1(<module>)
       27    0.000    0.000    0.001    0.000 linecache.py:32(getlines)
      780    0.001    0.000    0.001    0.000 inspect.py:2071(_signature_is_functionlike)
      492    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:423(__exit__)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
      395    0.001    0.000    0.001    0.000 functools.py:35(update_wrapper)
       27    0.000    0.000    0.001    0.000 linecache.py:106(updatecache)
        1    0.000    0.000    0.001    0.001 preferences_dialog.py:1(<module>)
        1    0.000    0.000    0.001    0.001 plugin_configuration.py:40(discover_fitness_aspects)
      454    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:560(spec_from_file_location)
      382    0.000    0.000    0.001    0.000 __init__.py:104(<genexpr>)
      251    0.001    0.000    0.001    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(argmap___new___1)
        1    0.000    0.000    0.001    0.001 branchings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
      744    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1233(_path_importer_cache)
        1    0.001    0.001    0.001    0.001 {method 'menuBar' of 'PySide6.QtWidgets.QMainWindow' objects}
    10547    0.001    0.000    0.001    0.000 grid.py:186(__getitem__)
       41    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
     1485    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
      501    0.000    0.000    0.001    0.000 __init__.py:851(normalize)
     2954    0.001    0.000    0.001    0.000 grid_entry.py:39(__init__)
        1    0.000    0.000    0.001    0.001 maxflow.py:1(<module>)
     5710    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
     1800    0.001    0.000    0.001    0.000 graph.py:1674(<genexpr>)
     1525    0.001    0.000    0.001    0.000 grid.py:218(__len__)
     8640    0.001    0.000    0.001    0.000 {method 'remove' of 'set' objects}
      529    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
      673    0.001    0.000    0.001    0.000 enum.py:969(_find_data_type_)
        1    0.000    0.000    0.001    0.001 weighted.py:1(<module>)
      830    0.001    0.000    0.001    0.000 functools.py:505(_unwrap_partialmethod)
     3609    0.001    0.000    0.001    0.000 reportviews.py:1076(__iter__)
     9252    0.001    0.000    0.001    0.000 graph_to_matrix.py:613(<lambda>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       17    0.000    0.000    0.001    0.000 dataclasses.py:1414(dataclass)
        3    0.000    0.000    0.001    0.000 {method 'addAction' of 'PySide6.QtWidgets.QMenu' objects}
     3112    0.001    0.000    0.001    0.000 enum.py:46(_is_dunder)
     3216    0.001    0.000    0.001    0.000 digraph.py:944(predecessors)
     3340    0.001    0.000    0.001    0.000 enum.py:57(_is_sunder)
      963    0.001    0.000    0.001    0.000 _parser.py:372(_escape)
       10    0.000    0.000    0.001    0.000 reflection.py:169(_collect_classes)
      334    0.000    0.000    0.001    0.000 _functools.py:99(wrapper)
     3007    0.001    0.000    0.001    0.000 reportviews.py:187(__iter__)
     1276    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
       54    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1220(_path_hooks)
     1809    0.000    0.000    0.001    0.000 graph_to_matrix.py:239(<genexpr>)
        3    0.000    0.000    0.001    0.000 __init__.py:873(rglob)
      358    0.000    0.000    0.001    0.000 __init__.py:330(_raw_path)
      513    0.000    0.000    0.001    0.000 __init__.py:183(sub)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
     1616    0.001    0.000    0.001    0.000 digraph.py:912(successors)
     6520    0.001    0.000    0.001    0.000 _parser.py:256(match)
      426    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:424(_classify_pyc)
      425    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:457(_validate_timestamp_pyc)
      425    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:966(path_stats)
        3    0.000    0.000    0.001    0.000 __init__.py:843(glob)
     4098    0.001    0.000    0.001    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.001    0.001 factory_loader.py:63(load_recipe_names)
     8372    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
  428/425    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
      408    0.001    0.000    0.001    0.000 digraph.py:450(add_node)
        1    0.000    0.000    0.001    0.001 multidigraph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1174(exec_module)
     9576    0.001    0.000    0.001    0.000 graph_to_matrix.py:612(<genexpr>)
        1    0.000    0.000    0.001    0.001 plugin_configuration.py:1(<module>)
     6052    0.001    0.000    0.001    0.000 threading.py:615(is_set)
       13    0.000    0.000    0.001    0.000 inspect.py:2307(_signature_from_function)
     3282    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
       16    0.000    0.000    0.001    0.000 main_window.py:341(_hide_file_dependent_widgets)
       64    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        3    0.000    0.000    0.001    0.000 configs.py:73(__new__)
        1    0.001    0.001    0.001    0.001 multidigraph.py:23(MultiDiGraph)
      6/3    0.000    0.000    0.001    0.000 glob.py:394(selector)
       54    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_fill_cache)
       22    0.000    0.000    0.001    0.000 quiet_web_engine_page.py:13(javaScriptConsoleMessage)
        1    0.000    0.000    0.001    0.001 _pmap.py:1(<module>)
        3    0.000    0.000    0.001    0.000 glob.py:472(recursive_selector)
        1    0.000    0.000    0.001    0.001 _common.py:33(wrapper)
        1    0.000    0.000    0.001    0.001 _common.py:51(files)
      354    0.000    0.000    0.001    0.000 <frozen posixpath>:72(join)
        1    0.000    0.000    0.001    0.001 argument_processor.py:1(<module>)
      238    0.000    0.000    0.001    0.000 __init__.py:157(with_segments)
     1800    0.000    0.000    0.001    0.000 graph.py:1673(<genexpr>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
      412    0.000    0.000    0.001    0.000 __init__.py:135(__init__)
       54    0.000    0.000    0.001    0.000 _compiler.py:525(_compile_info)
       13    0.000    0.000    0.001    0.000 reflection.py:80(<genexpr>)
        1    0.000    0.000    0.001    0.001 typing.py:3139(__new__)
     1485    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 argument_processor.py:7(process_arguments)
      309    0.001    0.000    0.001    0.000 _compiler.py:400(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 _common.py:108(from_package)
     6719    0.001    0.000    0.001    0.000 move_building_mutation.py:95(<lambda>)
        1    0.000    0.000    0.001    0.001 mst.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mutation.py:1(<module>)
      334    0.000    0.000    0.001    0.000 __init__.py:936(_name_from_stem)
        2    0.000    0.000    0.001    0.000 json_matrix_representation.py:209(encode)
        3    0.000    0.000    0.001    0.000 glob.py:442(wildcard_selector)
       10    0.000    0.000    0.001    0.000 reflection.py:108(_load_module)
        3    0.000    0.000    0.001    0.000 glob.py:390(compile)
       61    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
     2842    0.000    0.000    0.001    0.000 enum.py:68(_is_internal_class)
        8    0.000    0.000    0.001    0.000 __init__.py:361(namedtuple)
        1    0.000    0.000    0.001    0.001 glob.py:349(_compile_pattern)
     2210    0.000    0.000    0.001    0.000 _parser.py:176(append)
      358    0.000    0.000    0.001    0.000 __init__.py:281(_parse_path)
        1    0.000    0.000    0.001    0.001 reflection.py:1(<module>)
     3165    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
     4800    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       18    0.000    0.000    0.001    0.000 __init__.py:476(relative_to)
        1    0.000    0.000    0.001    0.001 classic.py:1(<module>)
     1485    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
     3007    0.001    0.000    0.001    0.000 factory.py:177(get_cords_lambda)
       63    0.000    0.000    0.001    0.000 typing.py:184(_type_check)
        3    0.000    0.000    0.001    0.000 decorators.py:783(func)
        1    0.000    0.000    0.001    0.001 recipe_options_widget.py:1(<module>)
      228    0.000    0.000    0.001    0.000 enum.py:996(_find_new_)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        3    0.000    0.000    0.001    0.000 decorators.py:715(_lazy_compile)
        1    0.000    0.000    0.001    0.001 treewidth.py:1(<module>)
     3811    0.001    0.000    0.001    0.000 _pset.py:205(pset)
      530    0.000    0.000    0.001    0.000 _compiler.py:221(_compile_charset)
        3    0.000    0.000    0.001    0.000 decorators.py:869(compile)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
     1485    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
      323    0.000    0.000    0.001    0.000 decorators.py:24(not_implemented_for)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
      575    0.000    0.000    0.001    0.000 _compiler.py:412(_simple)
      253    0.000    0.000    0.001    0.000 backends.py:541(_call_if_no_backends_installed)
        1    0.000    0.000    0.001    0.001 main_window.py:294(_setup_options_layout)
      382    0.000    0.000    0.001    0.000 __init__.py:110(read)
       27    0.000    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 recipe_options_widget.py:27(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:1866(__init__)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        2    0.000    0.000    0.001    0.000 clique.py:1(<module>)
        6    0.000    0.000    0.001    0.000 __init__.py:932(resolve)
        1    0.000    0.000    0.001    0.001 dependency_graph.py:57(get_dependency_graph)
      166    0.000    0.000    0.001    0.000 __init__.py:164(joinpath)
      781    0.000    0.000    0.001    0.000 backends.py:484(__doc__)
       27    0.000    0.000    0.001    0.000 tokenize.py:457(open)
     5900    0.001    0.000    0.001    0.000 move_building_mutation.py:106(<lambda>)
